target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2537	533.855	10.35
Solyc05g010600.3.1	1637	1388	5	0.177182
Solyc04g017960.2.1	150	8.37643	0	0
Solyc04g045315.1.1	1611	1362	0	0
Solyc04g072770.3.1	3093	2844	1726	29.8504
Solyc01g015070.3.1	608	359	0	0
Solyc08g076580.2.1	758	509	190.695	18.4272
Solyc08g008480.2.1	1106	857	0	0
Solyc01g014103.1.1	1428	1179	64.0427	2.67174
Solyc04g011650.3.1	2656	2407	590	12.0563
Solyc11g065557.1.1	2040	1791	1	0.0274627
Solyc04g049610.3.1	4183	3934	12.6588	0.15827
Solyc02g087935.1.1	2256	2007	2375.79	58.2237
Solyc02g085370.3.1	4460	4211	269.063	3.14273
Solyc01g095480.3.1	2429	2180	2201.43	49.6692
Solyc05g044580.3.1	629	380	120	15.5323
Solyc02g065220.3.1	3659	3410	6	0.0865438
Solyc04g017890.2.1	969	720	0	0
Solyc05g009620.3.1	2000	1751	0	0
Solyc07g025390.3.1	1666	1417	326	11.3158
Solyc01g090660.3.1	2518	2269	1	0.0216773
Solyc11g020875.1.1	1848	1599	0	0
Solyc12g035822.1.1	447	198	1	0.248413
Solyc08g016080.3.1	2196	1947	3156	79.7278
Solyc07g039230.2.1	345	96.0755	0	0
Solyc06g048800.2.1	648	399	0	0
Solyc06g016800.2.1	933	684	0	0
Solyc09g090530.3.1	861	612	1.0601	0.0851993
Solyc04g009610.2.1	353	104.031	11	5.20078
Solyc07g055960.2.1	123	6.98871	0	0
Solyc11g007670.2.1	3293	3044	772	12.4742
Solyc03g116240.3.1	330	81.3281	0	0
Solyc01g109210.2.1	1641	1392	1172.28	41.4222
Solyc08g062290.3.1	1120	871	9.02294	0.509529
Solyc11g062120.2.1	3045	2796	141	2.4804
Solyc05g006680.3.1	2159	1910	301	7.75126
Solyc07g009550.2.1	324	75.5516	2	1.30204
Solyc02g093650.3.1	2422	2173	3	0.0679048
Solyc06g070910.2.1	1456	1207	0	0
Solyc05g013120.3.1	1106	857	273	15.6683
Solyc12g039000.2.1	716	467	0	0
Solyc04g072750.2.1	239	20.9989	0	0
Solyc04g080560.2.1	417	168	0	0
Solyc06g007110.3.1	3157	2908	1665	28.1617
