target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2537	103.816	1.74875
Solyc05g010600.3.1	1637	1388	0	0
Solyc04g017960.2.1	150	8.37643	0	0
Solyc04g045315.1.1	1611	1362	0	0
Solyc04g072770.3.1	3093	2844	340	5.10894
Solyc01g015070.3.1	608	359	0	0
Solyc08g076580.2.1	758	509	256.035	21.4963
Solyc08g008480.2.1	1106	857	1	0.0498656
Solyc01g014103.1.1	1428	1179	20.6688	0.749174
Solyc04g011650.3.1	2656	2407	228	4.048
Solyc11g065557.1.1	2040	1791	2.70739	0.0646005
Solyc04g049610.3.1	4183	3934	2	0.0217259
Solyc02g087935.1.1	2256	2007	3456.28	73.5942
Solyc02g085370.3.1	4460	4211	220.778	2.24053
Solyc01g095480.3.1	2429	2180	534.549	10.4788
Solyc05g044580.3.1	629	380	250	28.115
Solyc02g065220.3.1	3659	3410	0	0
Solyc04g017890.2.1	969	720	0	0
Solyc05g009620.3.1	2000	1751	0	0
Solyc07g025390.3.1	1666	1417	151	4.55396
Solyc01g090660.3.1	2518	2269	0	0
Solyc11g020875.1.1	1848	1599	1	0.026726
Solyc12g035822.1.1	447	198	0	0
Solyc08g016080.3.1	2196	1947	295	6.47497
Solyc07g039230.2.1	345	96.0755	0	0
Solyc06g048800.2.1	648	399	0	0
Solyc06g016800.2.1	933	684	0	0
Solyc09g090530.3.1	861	612	12.21	0.852604
Solyc04g009610.2.1	353	104.031	2	0.821577
Solyc07g055960.2.1	123	6.98871	0	0
Solyc11g007670.2.1	3293	3044	352	4.94174
Solyc03g116240.3.1	330	81.3281	0	0
Solyc01g109210.2.1	1641	1392	1113.35	34.1803
Solyc08g062290.3.1	1120	871	0	0
Solyc11g062120.2.1	3045	2796	275	4.20317
Solyc05g006680.3.1	2159	1910	176	3.93787
Solyc07g009550.2.1	324	75.5516	0	0
Solyc02g093650.3.1	2422	2173	22	0.432658
Solyc06g070910.2.1	1456	1207	0	0
Solyc05g013120.3.1	1106	857	0	0
Solyc12g039000.2.1	716	467	0	0
Solyc04g072750.2.1	239	20.9989	0	0
Solyc04g080560.2.1	417	168	0	0
Solyc06g007110.3.1	3157	2908	906	13.3142
Solyc03g005480.3.1	1679	1430	30	0.896534
Solyc07g062550.3.1	2545	2296	4	0.0744509
Solyc05g005210.3.1	1678	1429	212	6.33994
Solyc08g016440.3.1	989	740	1387	80.0989
Solyc01g049640.2.1	399	150	0	0
Solyc08g028915.1.1	360	111.014	0	0
Solyc09g083240.3.1	647	398	21	2.25485
Solyc09g056410.2.1	678	429	1	0.0996149
Solyc03g059050.2.1	1051	802	1	0.0532853
Solyc04g054660.2.1	555	306	1.82154	0.254389
Solyc10g080940.2.1	2583	2334	4412.55	80.7923
Solyc04g005680.3.1	1979	1730	9211.14	227.535
Solyc05g051290.3.1	1387	1138	63	2.36581
Solyc04g050440.3.1	1797	1548	0	0
Solyc01g059853.1.1	516	267	0	0
