target_id	length	eff_length	est_counts	tpm
Solyc06g043170.3.1	2786	2537	517.764	9.56907
Solyc05g010600.3.1	1637	1388	1	0.0337807
Solyc04g017960.2.1	150	8.37643	0	0
Solyc04g045315.1.1	1611	1362	0	0
Solyc04g072770.3.1	3093	2844	1562	25.7519
Solyc01g015070.3.1	608	359	0	0
Solyc08g076580.2.1	758	509	167.288	15.4101
Solyc08g008480.2.1	1106	857	0	0
Solyc01g014103.1.1	1428	1179	160.423	6.37987
Solyc04g011650.3.1	2656	2407	451	8.78535
Solyc11g065557.1.1	2040	1791	0	0
Solyc04g049610.3.1	4183	3934	20	0.238371
Solyc02g087935.1.1	2256	2007	2674.71	62.4866
Solyc02g085370.3.1	4460	4211	233.341	2.59816
Solyc01g095480.3.1	2429	2180	2360.19	50.7631
Solyc05g044580.3.1	629	380	130	16.0405
Solyc02g065220.3.1	3659	3410	16	0.220001
Solyc04g017890.2.1	969	720	0	0
Solyc05g009620.3.1	2000	1751	0	0
Solyc07g025390.3.1	1666	1417	367	12.1438
Solyc01g090660.3.1	2518	2269	0	0
Solyc11g020875.1.1	1848	1599	1	0.0293231
Solyc12g035822.1.1	447	198	0	0
Solyc08g016080.3.1	2196	1947	5078	122.288
Solyc07g039230.2.1	345	96.0755	0	0
Solyc06g048800.2.1	648	399	0	0
Solyc06g016800.2.1	933	684	0	0
Solyc09g090530.3.1	861	612	0	0
Solyc04g009610.2.1	353	104.031	13	5.8592
Solyc07g055960.2.1	123	6.98871	0	0
Solyc11g007670.2.1	3293	3044	1029	15.85
Solyc03g116240.3.1	330	81.3281	0	0
Solyc01g109210.2.1	1641	1392	1465.28	49.3559
Solyc08g062290.3.1	1120	871	9	0.484488
Solyc11g062120.2.1	3045	2796	59	0.989403
Solyc05g006680.3.1	2159	1910	269	6.60355
Solyc07g009550.2.1	324	75.5516	7.76926	4.82164
Solyc02g093650.3.1	2422	2173	0	0
Solyc06g070910.2.1	1456	1207	0	0
Solyc05g013120.3.1	1106	857	330	18.0548
Solyc12g039000.2.1	716	467	2.22352	0.223246
Solyc04g072750.2.1	239	20.9989	0	0
Solyc04g080560.2.1	417	168	0	0
Solyc06g007110.3.1	3157	2908	2418	38.987
Solyc03g005480.3.1	1679	1430	37	1.21318
Solyc07g062550.3.1	2545	2296	46	0.939387
Solyc05g005210.3.1	1678	1429	242	7.94038
Solyc08g016440.3.1	989	740	304	19.262
Solyc01g049640.2.1	399	150	0	0
Solyc08g028915.1.1	360	111.014	0	0
Solyc09g083240.3.1	647	398	105	12.3699
Solyc09g056410.2.1	678	429	0	0
Solyc03g059050.2.1	1051	802	27	1.57851
Solyc04g054660.2.1	555	306	0	0
Solyc10g080940.2.1	2583	2334	21264.6	427.184
Solyc04g005680.3.1	1979	1730	9773.05	264.876
Solyc05g051290.3.1	1387	1138	199	8.19916
Solyc04g050440.3.1	1797	1548	0	0
Solyc01g059853.1.1	516	267	7	1.22926
Solyc03g078580.3.1	543	294	436	69.5341
Solyc01g106930.3.1	562	313	0	0
Solyc07g005590.3.1	4253	4004	2317.22	27.1351
Solyc06g007680.2.1	2063	1814	264	6.82378
Solyc01g089960.3.1	1197	948	1	0.0494595
Solyc03g006120.3.1	1661	1412	0	0
Solyc07g054000.3.1	701	452	10	1.03734
Solyc02g032360.3.1	521	272	5	0.861905
Solyc02g089140.2.1	447	198	4	0.947225
Solyc03g062910.3.1	5017	4768	101.944	1.0025
Solyc08g014020.3.1	624	375	565	70.644
Solyc06g043113.1.1	1455	1206	0	0
Solyc01g150007.1.1	444	195	16	3.84719
Solyc09g031543.1.1	4368	4119	275	3.1304
Solyc08g067670.3.1	656	407	92	10.5987
Solyc10g084180.2.1	3498	3249	998	14.4025
Solyc07g041510.2.1	3769	3520	627	8.35186
Solyc03g118770.3.1	1385	1136	2	0.0825487
Solyc07g024015.1.1	8967	8718	0	0
Solyc07g009360.2.1	363	114.009	57	23.4419
Solyc03g082950.3.1	878	629	0	0
Solyc11g022440.2.1	258	27.8014	0	0
Solyc03g019970.3.1	1779	1530	0	0
Solyc01g006790.2.1	731	482	27	2.62649
Solyc05g018220.2.1	558	309	15	2.2761
Solyc01g107220.2.1	1167	918	1	0.0510759
Solyc05g051340.2.1	2629	2380	413	8.13639
Solyc09g075840.3.1	328	79.3918	0	0
Solyc03g058370.2.1	1017	768	20	1.22103
Solyc05g007250.3.1	1074	825	1226.96	69.7324
Solyc04g048980.3.1	553	304	0	0
Solyc01g011091.1.1	8096	7847	331.321	1.97972
Solyc04g051680.3.1	2052	1803	0	0
Solyc04g082200.2.1	1157	908	26548	1370.9
Solyc11g044632.1.1	686	437	0	0
Solyc06g007430.2.1	2112	1863	2618	65.8893
Solyc08g036560.2.1	741	492	152	14.4856
Solyc01g090340.2.1	988	739	3	0.190342
Solyc08g076720.3.1	4114	3865	789	9.57163
Solyc02g068930.3.1	1005	756	90	5.58186
Solyc01g095170.2.1	922	673	77	5.36456
Solyc07g018400.3.1	174	10.1452	0	0
Solyc07g006300.3.1	2508	2259	258	5.35503
Solyc09g072910.2.1	1314	1065	0	0
Solyc08g075320.3.1	2532	2283	7.02069	0.144189
Solyc03g044273.1.1	5441	5192	75.8036	0.684563
Solyc09g005730.3.1	735	486	31	2.99078
Solyc04g079830.2.1	2469	2220	140	2.95688
Solyc07g041820.2.1	3138	2889	0	0
Solyc01g044510.2.1	547	298	0	0
Solyc03g071853.1.1	894	645	1	0.072694
Solyc01g095070.3.1	869	620	703	53.1645
Solyc06g007890.3.1	568	319	1	0.146983
Solyc09g055610.2.1	105	6.29398	0	0
Solyc04g009590.3.1	568	319	0	0
Solyc02g077240.3.1	2165	1916	533	13.0434
Solyc03g083100.3.1	1862	1613	857	24.9118
Solyc08g006645.1.1	406	157	0	0
Solyc04g007825.1.1	1329	1080	3	0.130243
Solyc03g044060.3.1	3067	2818	247	4.10974
Solyc06g008980.3.1	1496	1247	4	0.150401
Solyc10g050757.1.1	1464	1215	0	0
Solyc01g094710.2.1	359	110.015	1	0.426192
Solyc05g017830.2.1	232	19.08	0	0
Solyc11g027940.2.1	462	213	0	0
Solyc03g034130.3.1	840	591	0	0
Solyc04g011990.2.1	3364	3115	29	0.436514
Solyc07g017560.3.1	2822	2573	0	0
Solyc01g005380.2.1	1818	1569	90.0362	2.69062
Solyc12g005820.2.1	826	577	164	13.3268
Solyc03g116170.3.1	1234	985	717	34.1304
Solyc04g016010.3.1	2019	1770	213	5.64241
Solyc12g098590.2.1	2992	2743	743	12.7005
Solyc03g082575.1.1	2097	1848	1952.51	49.5392
Solyc09g020070.2.1	1401	1152	0	0
Solyc07g017330.2.1	730	481	0	0
Solyc01g021700.2.1	1146	897	0	0
Solyc09g055550.3.1	1685	1436	70	2.28561
Solyc01g014537.1.1	654	405	9	1.04195
Solyc03g098750.3.1	1586	1337	576	20.1999
Solyc06g054230.3.1	1995	1746	3	0.080563
Solyc09g010340.2.1	1272	1023	0	0
Solyc06g043140.3.1	1035	786	26.6118	1.58749
Solyc03g034165.1.1	1203	954	30	1.47445
Solyc01g012640.2.1	561	312	0	0
Solyc05g023660.2.1	1239	990	0	0
Solyc11g008140.2.1	1826	1577	25	0.743304
Solyc02g062930.3.1	1567	1318	365	12.9848
Solyc08g066400.2.1	953	704	0	0
Solyc10g036690.2.1	93	5.90448	0	0
Solyc09g011710.3.1	939	690	594	40.3641
Solyc12g096860.2.1	2683	2434	48	0.924654
Solyc02g063040.3.1	1276	1027	307	14.0161
Solyc06g076840.2.1	2830	2581	0	0
Solyc01g056940.2.1	756	507	2595.93	240.073
Solyc06g054620.3.1	855	606	6	0.464234
Solyc01g056270.2.1	701	452	5	0.518669
Solyc01g020230.3.1	2531	2282	196.919	4.04605
Solyc01g014107.1.1	766	517	71	6.43912
Solyc06g052140.2.1	885	636	36.1375	2.66415
Solyc05g052990.3.1	658	409	56	6.41982
Solyc06g033810.2.1	609	360	36.8625	4.8011
Solyc01g009690.2.1	2586	2337	169.264	3.39597
Solyc02g078420.2.1	309	61.7147	0	0
Solyc07g041240.2.1	468	219	12.1593	2.6033
Solyc12g038770.2.1	729	480	0	0
Solyc06g052080.3.1	2780	2531	424	7.85475
Solyc11g020740.2.1	90	5.8148	0	0
Solyc01g014180.3.1	976	727	12851	828.821
Solyc12g038350.2.1	872	623	0	0
Solyc03g031650.3.1	738	489	360	34.5185
Solyc11g072410.2.1	2582	2333	747.18	15.0165
Solyc06g008100.3.1	663	414	2	0.22651
Solyc09g083445.1.1	618	369	26	3.30374
Solyc06g064740.3.1	358	109.017	125.812	54.1109
Solyc02g062260.2.1	226	17.6374	0	0
Solyc11g006650.2.1	2753	2504	26	0.486853
Solyc10g008330.3.1	689	440	0	0
Solyc10g036640.2.1	240	21.2959	0	0
Solyc11g063580.2.1	291	47.0146	13	12.9649
Solyc01g111080.3.1	23222	22973	5398.23	11.0177
Solyc04g071540.3.1	3007	2758	200	3.40012
Solyc12g062470.2.1	485	236	0.313958	0.062376
Solyc06g050840.3.1	977	728	18	1.15931
Solyc10g009530.3.1	1365	1116	2	0.084028
Solyc07g052480.3.1	3041	2792	169.557	2.84747
Solyc01g008410.2.1	2163	1914	0	0
Solyc11g072650.2.1	1699	1450	3	0.0970089
Solyc01g101080.2.1	666	417	10.3482	1.16356
Solyc06g011490.3.1	1249	1000	551	25.8351
Solyc09g020130.3.1	1655	1406	7928.61	264.405
Solyc11g012600.2.1	1028	779	0	0
Solyc03g096645.1.1	4058	3809	1978	24.3486
Solyc02g070420.2.1	1007	758	4	0.247428
Solyc01g090710.3.1	1946	1697	3	0.0828892
Solyc05g013230.2.1	342	93.1033	0	0
Solyc11g028080.2.1	685	436	0	0
Solyc03g032030.3.1	1722	1473	253	8.05334
Solyc06g053950.2.1	645	396	719	85.1319
Solyc12g009050.2.1	2268	2019	3.04724	0.0707667
Solyc09g015100.3.1	446	197	191	45.4596
Solyc08g061740.2.1	261	29.1283	0	0
Solyc07g008020.3.1	817	568	11	0.908035
Solyc07g005470.3.1	2223	1974	1	0.0237526
Solyc12g042880.2.1	1074	825	63	3.58051
Solyc07g066275.1.1	1327	1078	1124.89	48.927
Solyc01g017410.2.1	501	252	0	0
Solyc02g014490.3.1	2997	2748	5	0.0853123
Solyc07g014585.1.1	1067	818	25.2307	1.44622
Solyc08g059780.2.1	1452	1203	0	0
Solyc02g080590.3.1	821	572	440	36.0674
Solyc01g066580.2.1	135	7.54488	0	0
Solyc02g089930.3.1	2658	2409	2710	52.7462
Solyc04g081560.3.1	2712	2463	4	0.0761472
Solyc12g010740.2.1	949	700	223	14.9371
Solyc09g030420.3.1	357	108.019	5	2.17033
Solyc09g056430.3.1	1825	1576	437	13.0012
Solyc07g009280.3.1	518	269	0	0
Solyc07g032670.2.1	1243	994	24	1.1321
Solyc04g018000.2.1	1215	966	0	0
Solyc01g057490.3.1	442	193	32	7.77412
Solyc04g006990.3.1	1321	1072	20	0.874769
Solyc04g009900.3.1	1390	1141	310.641	12.7653
Solyc02g021063.1.1	1655	1406	245.1	8.17366
Solyc04g072470.3.1	508	259	1	0.181033
Solyc06g082020.3.1	489	240	1	0.195365
Solyc11g072800.2.1	4144	3895	3	0.0361137
Solyc08g080110.3.1	2880	2631	1420	25.3061
Solyc08g074680.2.1	5534	5285	0	0
Solyc00g005850.2.1	566	317	0	0
Solyc12g009745.1.1	2898	2649	110.963	1.96406
Solyc10g008210.3.1	4197	3948	0	0
Solyc06g072480.1.1	516	267	0	0
Solyc09g057715.1.1	519	270	0	0
Solyc05g015710.3.1	1126	877	388	20.7439
Solyc12g097070.2.1	1320	1071	111	4.8595
Solyc12g019340.1.1	183	10.9998	0	0
Solyc05g006260.1.1	183	10.9998	0	0
Solyc01g067380.3.1	1781	1532	1545	47.2855
Solyc12g042120.2.1	508	259	47.9843	8.68676
Solyc07g006800.1.1	1362	1113	0	0
Solyc09g009280.1.1	885	636	0	0
Solyc06g005070.2.1	2155	1906	0	0
Solyc11g066760.2.1	2304	2055	408.515	9.32082
Solyc06g071540.3.1	3375	3126	164	2.45988
Solyc09g065150.1.1	150	8.37643	0	0
Solyc10g081230.2.1	1185	936	0.533665	0.0267332
Solyc01g106390.3.1	2020	1771	1508	39.9247
Solyc09g007080.3.1	5868	5619	1016.5	8.48213
Solyc11g066500.2.1	3576	3327	1093	15.4037
Solyc01g102637.1.1	282	40.7328	1	1.1511
Solyc03g060510.3.1	1738	1489	96	3.02298
Solyc11g066460.1.1	651	402	175	20.4113
Solyc06g082800.3.1	1406	1157	1526.57	61.8646
Solyc01g105290.3.1	1594	1345	2942	102.56
Solyc08g062965.1.1	528	279	1	0.168056
Solyc03g058900.2.1	501	252	0	0
Solyc11g011542.1.1	477	228	87	17.8913
Solyc03g007860.1.1	558	309	150	22.761
Solyc06g048620.3.1	4542	4293	120	1.31063
Solyc03g006490.3.1	1155	906	29	1.50082
Solyc11g017373.1.1	738	489	6	0.575308
Solyc09g060100.3.1	5908	5659	532.815	4.41464
Solyc03g006950.2.1	2238	1989	0	0
Solyc03g114300.3.1	2676	2427	571	11.0313
Solyc02g011755.1.1	321	72.7051	0	0
Solyc11g010105.1.1	741	492	195	18.5835
Solyc09g092080.3.1	862	613	460.569	35.2284
Solyc05g055160.3.1	2243	1994	42479.5	998.879
Solyc06g053780.3.1	2021	1772	78	2.0639
Solyc07g055920.3.1	1156	907	1863.83	96.3513
Solyc02g062040.3.1	1448	1199	464	18.145
Solyc05g046390.3.1	754	505	2506	232.674
Solyc09g042300.2.1	2512	2263	134.94	2.79586
Solyc03g044600.2.1	1206	957	6.07301	0.297543
Solyc11g067270.1.1	1293	1044	0	0
Solyc09g083370.3.1	1089	840	518.394	28.9361
Solyc09g018235.1.1	789	540	0	0
Solyc03g115845.1.1	300	54.0423	3	2.60283
Solyc07g065280.3.1	693	444	1800	190.085
Solyc10g018885.1.1	357	108.019	275	119.368
Solyc10g051050.2.1	2773	2524	100.201	1.86141
Solyc03g007680.3.1	1191	942	476	23.6927
Solyc03g115800.1.1	1281	1032	46	2.08995
Solyc05g005910.3.1	1815	1566	11.0088	0.329613
Solyc07g032300.1.1	213	15.0421	0	0
Solyc01g091860.3.1	3645	3396	633.665	8.74884
Solyc12g098660.2.1	1485	1236	111	4.21078
Solyc04g057890.3.1	4289	4040	1477.04	17.1424
Solyc06g008960.3.1	4420	4171	1554	17.469
Solyc02g030520.1.1	69	5.25923	0	0
Solyc10g044967.1.1	720	471	0	0
Solyc07g026705.1.1	641	392	123	14.7122
Solyc07g039384.1.1	453	204	0	0
Solyc08g005440.3.1	3192	2943	32	0.509821
Solyc01g005610.3.1	1068	819	0	0
Solyc04g050345.1.1	390	141	0	0
Solyc10g086290.2.1	1363	1114	3	0.126268
Solyc12g035860.1.1	315	67.1199	0	0
Solyc05g016473.1.1	3230	2981	0	0
Solyc02g088954.1.1	675	426	14.4907	1.59492
Solyc08g082330.3.1	484	235	2	0.399044
Solyc05g026050.3.1	1505	1256	1342	50.0981
Solyc10g050630.1.1	315	67.1199	0	0
Solyc07g039540.1.1	246	23.2096	0	0
Solyc01g096185.1.1	435	186	146	36.8043
Solyc07g021740.2.1	811	562	0	0
Solyc02g062375.1.1	3217	2968	2452.27	38.7403
Solyc12g009620.2.1	1820	1571	1311	39.1278
Solyc05g012170.2.1	783	534	0	0
Solyc01g103803.1.1	699	450	0	0
Solyc12g087900.2.1	1377	1128	0	0
Solyc09g090660.3.1	2092	1843	1406.95	35.7942
Solyc02g081700.1.1	747	498	1453	136.803
Solyc08g079580.1.1	447	198	0	0
Solyc04g057880.3.1	6172	5923	676.956	5.35892
Solyc05g021090.3.1	1542	1293	3.1199	0.113136
Solyc06g082000.3.1	2271	2022	129	2.99135
Solyc11g045540.1.1	447	198	0	0
Solyc10g084360.1.1	165	9.40544	0	0
Solyc03g062745.1.1	441	192	24.8668	6.07264
Solyc04g050550.2.1	2358	2109	343	7.62563
Solyc05g024454.1.1	521	272	0	0
Solyc09g016957.1.1	339	90.1399	0	0
Solyc09g060170.1.1	1035	786	0	0
Solyc05g055790.3.1	2662	2413	667	12.9607
Solyc01g096255.1.1	405	156	0	0
Solyc05g054170.3.1	4313	4064	428	4.93797
Solyc01g005730.3.1	3708	3459	355.447	4.81818
Solyc10g018355.1.1	780	531	0	0
Solyc08g076830.1.1	1026	777	41	2.47412
Solyc10g045040.1.1	225	17.4134	0	0
Solyc03g081203.1.1	183	10.9998	0	0
Solyc02g085700.2.1	2892	2643	403	7.14935
Solyc12g008580.2.1	2991	2742	608	10.3967
Solyc08g014290.1.1	1188	939	310	15.4794
Solyc01g102970.3.1	2799	2550	650	11.9518
Solyc08g044540.1.1	225	17.4134	0	0
Solyc06g060270.3.1	3396	3147	90	1.34092
Solyc06g072570.3.1	1211	962	1198	58.3902
Solyc01g109070.2.1	616	367	463	59.1525
Solyc05g041900.1.1	285	42.7398	0	0
Solyc01g010050.3.1	1875	1626	1757.83	50.689
Solyc08g061450.2.1	1512	1263	63	2.33881
Solyc10g055740.2.1	1711	1462	3	0.0962127
Solyc01g086900.3.1	3177	2928	320	5.12433
Solyc11g007120.2.1	1251	1002	478	22.3676
Solyc01g104448.1.1	516	267	1	0.175609
Solyc01g060410.3.1	279	38.8143	0	0
Solyc02g080470.3.1	3187	2938	829	13.23
Solyc08g045760.1.1	261	29.1283	0	0
Solyc11g008720.2.1	2785	2536	1077	19.9125
Solyc05g051840.1.1	1134	885	480	25.4306
Solyc02g084550.3.1	1100	851	1208.68	66.595
Solyc04g017965.1.1	300	54.0423	0	0
Solyc07g045250.1.1	213	15.0421	0	0
Solyc02g092420.3.1	2392	2143	22	0.481348
Solyc10g055650.2.1	3037	2788	805	13.5382
Solyc07g007290.1.1	1572	1323	0	0
Solyc06g068930.2.1	1137	888	0	0
Solyc05g009050.3.1	4077	3828	78.2934	0.958985
Solyc04g054730.3.1	2506	2257	26	0.540132
Solyc03g034201.1.1	498	249	0	0
Solyc06g007165.1.1	2062	1813	2	0.0517238
Solyc03g013630.3.1	2749	2500	212.769	3.9905
Solyc03g112200.1.1	756	507	105	9.71046
Solyc02g083630.3.1	2225	1976	28.9556	0.687075
Solyc02g092810.3.1	868	619	262	19.8458
Solyc10g082060.1.1	759	510	0	0
Solyc01g087570.2.1	548	299	77	12.0747
Solyc09g063140.3.1	2272	2023	1073.77	24.887
Solyc01g060210.3.1	456	207	3	0.679531
Solyc02g069515.1.1	1210	961	116	5.65969
Solyc02g070210.3.1	1637	1388	5	0.168904
Solyc09g008950.1.1	828	579	0	0
Solyc03g116390.3.1	617	368	57	7.26249
Solyc06g071340.1.1	96	5.99709	0	0
Solyc11g017470.2.1	1385	1136	1337	55.1838
Solyc02g030630.1.1	921	672	0	0
Solyc08g083175.1.1	396	147	0	0
Solyc08g048250.3.1	1857	1608	186	5.42357
Solyc12g032937.1.1	345	96.0755	0	0
Solyc09g009190.3.1	2730	2481	643	12.1519
Solyc12g006870.2.1	1232	983	693	33.0551
Solyc07g008350.3.1	1670	1421	2632	86.8461
Solyc08g068640.3.1	5247	4998	183.48	1.72128
Solyc02g021520.1.1	279	38.8143	0	0
Solyc09g007250.3.1	1648	1399	3251	108.958
Solyc12g087870.2.1	1737	1488	7	0.220574
Solyc03g058213.1.1	309	61.7147	1	0.759748
Solyc02g079280.3.1	1274	1025	7	0.320208
